SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
175443,0,0,0,0,1,1,180000.0,1051294.5,30870.0,918000.0,6,2,4,1,1,0.018801,-17028,-834,-164.0,-569,7.0,1,1,0,1,0,0,8,3.0,2,2,2,9,0,0,0,0,0,0,41,0.6957222258614377,0.6703585987475653,0.7675231046555077,0.2,0.1209,0.9985,0.9796,0.1216,0.2,0.1724,0.375,0.4167,0.1109,0.1513,0.1942,0.0541,0.0749,0.2038,0.1254,0.9985,0.9804,0.1227,0.2014,0.1724,0.375,0.4167,0.1134,0.1653,0.2024,0.0545,0.0792,0.2019,0.1209,0.9985,0.9799,0.1223,0.2,0.1724,0.375,0.4167,0.1128,0.1539,0.1977,0.0543,0.0764,2,0,0.2514,5,0,2.0,0.0,2.0,0.0,-1080.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
175549,0,0,1,0,0,0,243000.0,315000.0,13873.5,315000.0,6,2,4,1,1,0.031329,-18948,-5785,-1054.0,-2481,8.0,1,1,0,1,1,0,8,2.0,2,2,4,13,0,0,0,0,0,0,4,0.6243521008810714,0.5595799694134885,0.1547436312725944,0.1134,0.0686,0.9816,0.7484,0.0309,0.12,0.1034,0.2917,0.3333,0.021,0.0908,0.1204,0.0077,0.0144,0.1155,0.0712,0.9816,0.7583,0.0312,0.1208,0.1034,0.2917,0.3333,0.0215,0.0992,0.1255,0.0078,0.0153,0.1145,0.0686,0.9816,0.7518,0.0311,0.12,0.1034,0.2917,0.3333,0.0214,0.0923,0.1226,0.0078,0.0147,2,0,0.0979,5,0,2.0,0.0,2.0,0.0,-2276.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
175559,0,0,0,0,0,0,225000.0,1104997.5,36648.0,990000.0,6,0,4,1,1,0.016612,-14978,-448,-503.0,-4913,7.0,1,1,0,1,1,0,12,2.0,2,2,4,14,0,0,0,0,0,0,42,0.8534566482172323,0.3214872589123665,0.4938628816996244,0.1093,0.0593,0.9801,0.728,0.0206,0.12,0.1034,0.3333,0.375,0.0,0.0891,0.1164,0.0,0.0,0.1113,0.0615,0.9801,0.7387,0.0208,0.1208,0.1034,0.3333,0.375,0.0,0.0973,0.1213,0.0,0.0,0.1103,0.0593,0.9801,0.7316,0.0207,0.12,0.1034,0.3333,0.375,0.0,0.0906,0.1185,0.0,0.0,2,0,0.1028,4,0,4.0,0.0,4.0,0.0,-36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
175580,0,0,1,0,0,2,405000.0,454500.0,27936.0,454500.0,6,2,4,1,1,0.006305,-10555,-1522,-1653.0,-3147,19.0,1,1,1,1,0,0,8,4.0,3,3,0,7,0,0,0,0,1,1,51,0.2400662568263107,0.6002493136310622,0.6528965519806539,0.0649,0.057,0.9861,0.8096,0.0497,0.0,0.1379,0.1667,0.0417,0.0285,0.0479,0.0527,0.0232,0.0348,0.0662,0.0592,0.9861,0.8171,0.0502,0.0,0.1379,0.1667,0.0417,0.0292,0.0523,0.0549,0.0233,0.0369,0.0656,0.057,0.9861,0.8121,0.05,0.0,0.1379,0.1667,0.0417,0.029,0.0487,0.0536,0.0233,0.0356,3,0,0.0686,4,0,2.0,0.0,2.0,0.0,-1144.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
175671,0,0,1,0,1,2,202500.0,206280.0,7906.5,135000.0,6,0,4,1,1,0.072508,-12824,-1194,-6951.0,-3835,11.0,1,1,0,1,0,1,8,4.0,1,1,1,13,0,0,0,0,0,0,16,0.3672393674376552,0.7222178554525029,0.0785361445733672,0.1289,0.0639,0.9856,0.8028,0.0,0.16,0.069,0.625,0.6667,0.0031,0.1051,0.072,0.0,0.0733,0.1313,0.0663,0.9856,0.8105,0.0,0.1611,0.069,0.625,0.6667,0.0032,0.1148,0.075,0.0,0.0776,0.1301,0.0639,0.9856,0.8054,0.0,0.16,0.069,0.625,0.6667,0.0031,0.1069,0.0733,0.0,0.0749,2,0,0.0995,4,0,0.0,0.0,0.0,0.0,-1005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
175689,0,0,1,0,1,0,135000.0,269982.0,30663.0,238500.0,6,0,4,3,1,0.0105,-10479,-2723,-2911.0,-2904,8.0,1,1,0,1,1,1,8,1.0,3,3,1,9,0,0,0,0,0,0,4,0.3908309743373254,0.1371810761390978,0.1604889306273446,0.1021,0.0801,0.9786,0.7076,0.0,0.0,0.2069,0.1667,0.2083,0.1241,0.0824,0.0862,0.0039,0.0056,0.104,0.0831,0.9786,0.7190000000000001,0.0,0.0,0.2069,0.1667,0.2083,0.1269,0.09,0.0898,0.0039,0.0059,0.1031,0.0801,0.9786,0.7115,0.0,0.0,0.2069,0.1667,0.2083,0.1263,0.0838,0.0878,0.0039,0.0057,2,0,0.069,5,0,0.0,0.0,0.0,0.0,-124.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0
175701,0,0,0,0,1,0,270000.0,1800000.0,47614.5,1800000.0,1,2,1,1,1,0.010006,-21172,-7740,-7097.0,-3767,8.0,1,1,0,1,0,0,3,2.0,2,1,0,15,0,0,0,0,0,0,38,0.9028950032864924,0.7533024805647044,0.3606125659189888,0.1505,0.182,0.9881,0.8368,0.0377,0.0,0.3448,0.1667,0.2083,0.1268,0.1227,0.1786,0.0,0.0,0.1534,0.1889,0.9881,0.8432,0.0381,0.0,0.3448,0.1667,0.2083,0.1297,0.1341,0.1861,0.0,0.0,0.152,0.182,0.9881,0.8390000000000001,0.038,0.0,0.3448,0.1667,0.2083,0.129,0.1248,0.1819,0.0,0.0,2,0,0.1624,4,0,1.0,1.0,1.0,1.0,-944.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
175787,0,0,0,0,1,2,225000.0,1169820.0,34335.0,1021500.0,6,2,1,0,1,0.007114,-13734,-3678,-3743.0,-1363,6.0,1,1,0,1,1,0,6,4.0,2,2,1,11,0,0,0,0,0,0,25,0.2379937355607432,0.5849032834093542,0.2940831009471255,0.0866,0.0825,0.9891,0.8504,0.0227,0.0,0.2069,0.1667,0.2083,0.0,0.0698,0.0497,0.0039,0.0055,0.0882,0.0856,0.9891,0.8563,0.023,0.0,0.2069,0.1667,0.2083,0.0,0.0762,0.0518,0.0039,0.0058,0.0874,0.0825,0.9891,0.8524,0.0229,0.0,0.2069,0.1667,0.2083,0.0,0.071,0.0506,0.0039,0.0056,2,0,0.0654,5,0,0.0,0.0,0.0,0.0,-1827.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
175800,0,0,1,0,1,0,225000.0,1140156.0,37809.0,1021500.0,6,0,1,3,1,0.025164,-20099,-2655,-8896.0,-3563,5.0,1,1,0,1,0,0,10,1.0,2,2,4,14,0,0,0,0,0,0,5,0.4689894690775006,0.6633485550793495,0.2539628093363117,0.0165,0.0427,0.9722,0.6192,0.0019,0.0,0.069,0.0417,0.0833,0.0351,0.0134,0.0126,0.0,0.0,0.0168,0.0443,0.9722,0.6341,0.0019,0.0,0.069,0.0417,0.0833,0.0359,0.0147,0.0132,0.0,0.0,0.0167,0.0427,0.9722,0.6243,0.0019,0.0,0.069,0.0417,0.0833,0.0357,0.0137,0.0129,0.0,0.0,2,0,0.011,5,0,4.0,0.0,4.0,0.0,-1126.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
175810,0,0,0,0,1,0,180000.0,327024.0,21982.5,270000.0,6,2,1,1,1,0.010966,-13654,-442,-7470.0,-4626,3.0,1,1,0,1,1,1,10,2.0,2,2,6,9,0,0,0,0,0,0,41,0.6972824677939569,0.6796788025620141,0.2458512138252296,0.1206,0.0915,0.9816,0.7484,0.0299,0.2,0.1724,0.3333,0.375,0.0931,0.095,0.1767,0.0154,0.0267,0.1229,0.0949,0.9816,0.7583,0.0302,0.2014,0.1724,0.3333,0.375,0.0953,0.1038,0.1841,0.0156,0.0282,0.1218,0.0915,0.9816,0.7518,0.0301,0.2,0.1724,0.3333,0.375,0.0948,0.0966,0.1798,0.0155,0.0272,2,0,0.1611,5,0,1.0,1.0,1.0,1.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
175847,0,1,0,0,1,0,202500.0,225000.0,11250.0,225000.0,6,2,1,1,1,0.018029,-23710,-1948,-11809.0,-4263,4.0,1,1,0,1,0,0,10,2.0,3,3,6,5,0,0,0,0,0,0,5,0.9078793849428122,0.6295573413427599,0.5100895276257282,0.0345,0.0295,0.9642,0.3404,0.0,0.0,0.069,0.1042,0.0417,0.0046,0.0059,0.0281,0.0,0.0024,0.0074,0.0,0.9518,0.3662,0.0,0.0,0.0345,0.0417,0.0417,0.0047,0.0064,0.0051,0.0,0.0,0.0349,0.0295,0.9642,0.3492,0.0,0.0,0.069,0.1042,0.0417,0.0047,0.006,0.0286,0.0,0.0025,0,0,0.0038,5,0,0.0,0.0,0.0,0.0,-181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
175856,0,1,0,0,0,0,112500.0,337500.0,16875.0,337500.0,6,0,4,3,2,0.0105,-14483,-224,-8624.0,-1145,11.0,1,1,0,1,0,0,10,1.0,3,3,5,15,0,0,0,0,0,0,41,0.3717492482604465,0.6637879204404022,0.6195277080511546,0.1165,0.0503,0.9791,0.7144,0.0379,0.04,0.0862,0.2083,0.25,0.0239,0.0177,0.0543,0.0039,0.0127,0.0231,0.0519,0.9717,0.6276,0.0383,0.0,0.0345,0.0833,0.125,0.024,0.0193,0.0167,0.0039,0.0042,0.1176,0.0503,0.9791,0.7182,0.0382,0.04,0.0862,0.2083,0.25,0.0243,0.018,0.0552,0.0039,0.0129,1,0,0.0244,5,0,2.0,0.0,2.0,0.0,-616.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
175874,0,0,0,0,1,2,90000.0,117162.0,12433.5,103500.0,6,0,4,1,1,0.025164,-12204,-2274,-321.0,-4400,3.0,1,1,0,1,0,0,3,4.0,2,2,3,9,0,0,0,0,0,0,34,0.3534126137537118,0.4910316698253752,0.4014074137749511,0.2778,0.0553,0.9975,0.966,0.0,0.24,0.2069,0.375,0.0417,0.1142,0.2265,0.2395,0.0,0.0055,0.1576,0.0566,0.9975,0.9673,0.0,0.1208,0.1034,0.375,0.0417,0.1023,0.1377,0.1248,0.0,0.0,0.2805,0.0553,0.9975,0.9665,0.0,0.24,0.2069,0.375,0.0417,0.1162,0.2304,0.2438,0.0,0.0056,0,0,0.3619,4,0,0.0,0.0,0.0,0.0,-2430.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
175912,0,0,0,0,1,2,90000.0,651600.0,36513.0,562500.0,6,2,4,1,1,0.031329,-14901,-159,-5664.0,-5664,7.0,1,1,0,1,0,0,2,4.0,2,2,4,15,0,0,0,0,0,0,5,0.5765669041177068,0.5636985604282154,0.5226973172821112,0.0619,0.063,0.9747,0.6532,0.0073,0.0,0.1034,0.1667,0.2083,0.0134,0.0504,0.0509,0.0,0.0,0.063,0.0653,0.9747,0.6668,0.0074,0.0,0.1034,0.1667,0.2083,0.0137,0.0551,0.0531,0.0,0.0,0.0625,0.063,0.9747,0.6578,0.0074,0.0,0.1034,0.1667,0.2083,0.0137,0.0513,0.0519,0.0,0.0,2,0,0.0441,4,0,0.0,0.0,0.0,0.0,-899.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0
175927,1,0,1,0,0,0,337500.0,808650.0,26086.5,675000.0,6,2,4,0,5,0.030755,-22178,-211,-3037.0,-4606,20.0,1,1,1,1,1,0,8,2.0,2,2,1,10,0,1,1,0,1,1,5,0.6587290551736218,0.2395620774133081,0.3706496323299817,0.1464,0.1059,0.9861,0.8096,0.0,0.16,0.1379,0.3333,0.375,0.1048,0.1194,0.1442,0.0,0.0,0.1492,0.1099,0.9861,0.8171,0.0,0.1611,0.1379,0.3333,0.375,0.1071,0.1304,0.1502,0.0,0.0,0.1478,0.1059,0.9861,0.8121,0.0,0.16,0.1379,0.3333,0.375,0.1066,0.1214,0.1467,0.0,0.0,3,0,0.1318,4,0,3.0,0.0,3.0,0.0,-1753.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
175956,0,0,0,0,1,0,427500.0,746280.0,59094.0,675000.0,6,2,1,0,1,0.020713,-17064,-3624,-2562.0,-591,15.0,1,1,1,1,1,0,10,2.0,3,2,0,10,0,0,0,0,0,0,5,0.6960308957660962,0.4587768725880281,0.5028782772082183,0.1216,0.023,0.996,0.9456,0.0419,0.12,0.1034,0.375,0.4167,0.016,0.0975,0.133,0.0077,0.0086,0.1239,0.0239,0.996,0.9477,0.0423,0.1208,0.1034,0.375,0.4167,0.0163,0.1065,0.1385,0.0078,0.0091,0.1228,0.023,0.996,0.9463,0.0422,0.12,0.1034,0.375,0.4167,0.0162,0.0992,0.1353,0.0078,0.0088,2,0,0.1307,4,0,0.0,0.0,0.0,0.0,-878.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
175962,0,0,1,0,1,1,180000.0,101880.0,10566.0,90000.0,6,0,4,1,1,0.030755,-14563,-1407,-2944.0,-2528,3.0,1,1,0,1,0,0,4,3.0,2,2,5,10,0,0,0,0,1,1,5,0.2396134000143558,0.4601672019651774,0.8038850611746273,0.033,0.0,0.9757,0.6668,0.0,0.0,0.069,0.125,0.1667,0.0363,0.0269,0.0292,0.0,0.0,0.0336,0.0,0.9757,0.6798,0.0,0.0,0.069,0.125,0.1667,0.0371,0.0294,0.0304,0.0,0.0,0.0333,0.0,0.9757,0.6713,0.0,0.0,0.069,0.125,0.1667,0.0369,0.0274,0.0297,0.0,0.0,3,0,0.023,5,0,0.0,0.0,0.0,0.0,-1084.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
175970,0,0,1,0,1,0,157500.0,568800.0,15133.5,450000.0,6,2,1,1,1,0.020713,-8589,-264,-904.0,-1109,9.0,1,1,1,1,1,0,14,2.0,3,2,0,9,0,0,0,0,0,0,5,0.2844024410804889,0.4189600300521135,0.3689687382528466,0.3144,0.2408,0.9866,0.8164,0.0818,0.4,0.3448,0.3333,0.375,0.2022,0.2555,0.3796,0.0039,0.0057,0.3204,0.2499,0.9866,0.8236,0.0826,0.4028,0.3448,0.3333,0.375,0.2068,0.2792,0.3955,0.0039,0.006,0.3175,0.2408,0.9866,0.8189,0.0824,0.4,0.3448,0.3333,0.375,0.2057,0.2599,0.3865,0.0039,0.0058,2,0,0.3446,4,0,0.0,0.0,0.0,0.0,-911.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
176030,0,0,1,0,0,0,202500.0,540000.0,39424.5,540000.0,6,2,4,1,1,0.0145199999999999,-11270,-870,-5432.0,-3483,7.0,1,1,0,1,0,0,8,2.0,2,2,2,11,0,0,0,0,0,0,20,0.2202702955847672,0.5677708186650533,0.4294236843421945,0.2227,0.1556,0.9836,0.7756,0.0483,0.24,0.2069,0.3333,0.375,0.1421,0.1816,0.2297,0.0,0.0,0.2269,0.1614,0.9836,0.7844,0.0488,0.2417,0.2069,0.3333,0.375,0.1453,0.1983,0.2393,0.0,0.0,0.2248,0.1556,0.9836,0.7786,0.0486,0.24,0.2069,0.3333,0.375,0.1446,0.1847,0.2338,0.0,0.0,2,0,0.2338,4,0,7.0,0.0,7.0,0.0,-1984.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0
176102,0,0,1,0,0,0,225000.0,1002870.0,38326.5,922500.0,6,0,4,1,1,0.04622,-14241,-1009,-3179.0,-5347,4.0,1,1,0,1,1,0,8,2.0,1,1,1,17,0,1,1,0,0,0,5,0.6394565270761297,0.7060926964405934,0.7862666146611379,0.2216,0.1231,0.9831,0.7688,0.0806,0.24,0.2069,0.3333,0.375,0.144,0.1807,0.2092,0.0,0.0,0.2258,0.1277,0.9831,0.7779,0.0813,0.2417,0.2069,0.3333,0.375,0.1473,0.1974,0.218,0.0,0.0,0.2238,0.1231,0.9831,0.7719,0.0811,0.24,0.2069,0.3333,0.375,0.1465,0.1838,0.213,0.0,0.0,1,0,0.2086,4,0,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
176126,0,0,0,0,1,0,180000.0,509400.0,40243.5,450000.0,6,0,4,1,1,0.072508,-17804,-1328,-10598.0,-1337,6.0,1,1,0,1,1,1,3,2.0,1,1,5,19,0,0,0,0,0,0,42,0.6450639875114488,0.6786924932150971,0.434733248750173,0.1443,0.1042,0.9826,0.7416,0.0,0.16,0.1034,0.5,0.375,0.0,0.121,0.1415,0.0,0.0,0.1429,0.1081,0.9811,0.7517,0.0,0.1611,0.069,0.3333,0.375,0.0,0.1322,0.1474,0.0,0.0,0.1457,0.1042,0.9826,0.7451,0.0,0.16,0.1034,0.5,0.375,0.0,0.1231,0.1441,0.0,0.0,3,0,0.1113,4,0,0.0,0.0,0.0,0.0,-331.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
176161,0,0,0,0,0,0,202500.0,1215000.0,32049.0,1215000.0,6,0,1,3,1,0.020246,-12469,-313,-3716.0,-4755,1.0,1,1,0,1,0,0,10,1.0,3,3,1,10,0,0,0,0,0,0,53,0.5594096468635759,0.477269808835135,0.8128226070575616,0.0649,0.0655,0.9781,0.7008,0.0247,0.0,0.1379,0.1667,0.2083,0.0715,0.053,0.0359,0.0,0.0651,0.0662,0.0679,0.9782,0.7125,0.0249,0.0,0.1379,0.1667,0.2083,0.0732,0.0579,0.0374,0.0,0.0689,0.0656,0.0655,0.9781,0.7048,0.0249,0.0,0.1379,0.1667,0.2083,0.0728,0.0539,0.0365,0.0,0.0665,0,0,0.0559,4,0,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0
176169,0,0,0,0,0,1,207000.0,1218555.0,81895.5,1125000.0,6,2,4,1,5,0.01885,-11902,-1056,-11130.0,-2516,7.0,1,1,0,1,0,0,14,3.0,2,2,0,17,0,0,0,0,1,1,5,0.2838648476244024,0.7370416132196328,0.5567274263630174,0.334,0.2592,0.9841,0.7824,0.0696,0.36,0.3103,0.3333,0.375,0.0785,0.2723,0.3551,0.0,0.0,0.3403,0.269,0.9841,0.7909,0.0702,0.3625,0.3103,0.3333,0.375,0.0803,0.2975,0.37,0.0,0.0,0.3373,0.2592,0.9841,0.7853,0.07,0.36,0.3103,0.3333,0.375,0.0798,0.277,0.3615,0.0,0.0,2,0,0.3173,4,0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
176189,0,0,1,0,1,2,247500.0,1350000.0,57199.5,1350000.0,6,2,4,1,1,0.031329,-10650,-1328,-1263.0,-3306,8.0,1,1,1,1,1,0,14,4.0,2,2,0,9,0,0,0,0,0,0,49,0.4417487548129975,0.6554761805500368,0.7047064232963289,0.1237,0.0727,0.9836,0.7756,0.0129,0.0,0.069,0.1667,0.2083,0.0447,0.1009,0.0625,0.0,0.0,0.1261,0.0755,0.9836,0.7844,0.013,0.0,0.069,0.1667,0.2083,0.0457,0.1102,0.0651,0.0,0.0,0.1249,0.0727,0.9836,0.7786,0.013,0.0,0.069,0.1667,0.2083,0.0455,0.1026,0.0636,0.0,0.0,2,0,0.0562,5,0,0.0,0.0,0.0,0.0,-1944.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
176229,0,0,1,0,0,0,315000.0,315000.0,37381.5,315000.0,6,2,4,3,1,0.072508,-18043,-388,-251.0,-1575,3.0,1,1,0,1,0,0,4,1.0,1,1,1,16,0,0,0,0,0,0,5,0.8229855584311089,0.7164965808611686,0.470456116119975,0.1423,0.0825,0.9925,0.898,0.0769,0.2132,0.0917,0.5138,0.5554,0.0,0.116,0.0909,0.0,0.0012,0.1334,0.0701,0.993,0.9085,0.0526,0.2417,0.1034,0.4583,0.5,0.0,0.1166,0.0759,0.0,0.0,0.1489,0.0749,0.993,0.9061,0.0765,0.24,0.1034,0.4583,0.5,0.0,0.1223,0.0909,0.0,0.0,2,0,0.1004,4,0,0.0,0.0,0.0,0.0,-2205.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
176236,0,0,1,0,1,0,360000.0,582768.0,46174.5,540000.0,6,2,4,3,1,0.009334,-10052,-794,-4567.0,-2736,8.0,1,1,0,1,0,1,8,1.0,2,2,0,17,0,0,0,0,1,1,5,0.1623134330936319,0.5764107227909242,0.7136313997323308,0.0742,0.0516,0.9896,0.8572,0.0216,0.08,0.069,0.3333,0.375,0.0,0.0605,0.0807,0.0,0.0,0.0756,0.0536,0.9896,0.8628,0.0218,0.0806,0.069,0.3333,0.375,0.0,0.0661,0.0841,0.0,0.0,0.0749,0.0516,0.9896,0.8591,0.0218,0.08,0.069,0.3333,0.375,0.0,0.0616,0.0822,0.0,0.0,2,1,0.0753,4,0,1.0,0.0,1.0,0.0,-1688.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
176277,0,0,0,0,1,2,121500.0,392427.0,31135.5,324000.0,6,2,4,1,1,0.010006,-14492,-871,-8162.0,-3170,13.0,1,1,0,1,0,0,2,4.0,2,1,4,15,0,0,0,0,0,0,11,0.5525096560794105,0.7762195584734417,0.1110424022694314,0.0928,0.0786,0.9831,0.7688,0.0161,0.0,0.2069,0.1667,0.2083,0.0756,0.0756,0.0795,0.0,0.0,0.0945,0.0816,0.9831,0.7779,0.0162,0.0,0.2069,0.1667,0.2083,0.0774,0.0826,0.0828,0.0,0.0,0.0937,0.0786,0.9831,0.7719,0.0162,0.0,0.2069,0.1667,0.2083,0.077,0.077,0.0809,0.0,0.0,2,0,0.0715,4,0,0.0,0.0,0.0,0.0,-794.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
